site,Plot,tree,species,dbh,dbhclass,height,lcr,class,age,ba,tpa,remin,remax,rerange,remean,aemin,aemax,aerange,aemean,AveInun,fldcls,meddur,medpeak,comp,Pith Score,Match Score,Core Condition,Rings,RelMin,RelMax,RelRng,RelMn,AveInun,MedDur,MedPk,AveFreq,Shan,Simp,Rich,AbsMn,AbsMx,AbsRng,AbsMean,FC1,durbin,pkbin,fqbin
Great River Harbor,GRH2,4,ACNE,6.5,6,40.7,90,S,41,0.2304315,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,A,A,B,41,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,5,FRPE,6.1,6,41.5,70,S,44,0.20294334,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,A,,B,44,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,6,ACSA,21,21,67.8,30,C,73,2.405214,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,B,B,B,73,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,7,ACSA,10,10,66.2,80,I,48,0.5454,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,A,,A,48,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,8,ACNE,7.2,7,40.3,15,S,NA,0.28273536,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,,,,NA,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,9,ACSA,15.6,15,63.4,30,C,73,1.32728544,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,C,C,B,73,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,10,ACSA,19.3,19,61.3,30,C,70,2.03156046,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,C,,A,70,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,11,ACSA,6,6,34.7,10,S,58,0.196344,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,C,C,B,58,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,12,ACSA,18.2,18,71.3,50,I,74,1.80658296,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,B,C,B,74,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH3,1,ACSA,9.1,9,62,80,I,76,0.45164574,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,,A,76,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,2,ACSA,8.8,8,50.9,80,I,80,0.42235776,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,A,B,A,80,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,3,ACSA,10.4,10,53.3,30,C,68,0.58990464,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,B,B,68,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,4,ACSA,11.6,11,57.8,70,I,72,0.73389024,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,C,B,B,72,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,5,ACSA,15.5,15,61.3,40,C,79,1.3103235,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,C,C,79,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,6,ACSA,13.6,13,55.7,30,C,81,1.00877184,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,,B,81,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,7,FRPE,7.2,7,58.4,50,C,79,0.28273536,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,A,A,79,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,8,ACSA,16.3,16,45.8,50,I,72,1.44907326,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,C,B,72,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,9,ACSA,7.2,7,45.8,50,I,65,0.28273536,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,C,,A,65,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,10,ACSA,9.9,9,48.4,60,S,79,0.53454654,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,B,B,A,79,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,11,ACSA,23,23,52.2,65,D,75,2.885166,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,C,C,C,75,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,12,PODE,33.7,33,84.9,15,D,68,6.19405326,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,C,C,C,68,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,13,ACSA,7.9,7,36.9,75,S,63,0.34038414,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,C,A,C,63,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH3,14,PODE,40.3,40,118.6,25,D,67,8.85778686,10,7.5,7.900000095,0.400000095,7.679166655,20148,20186,38,20163.43434,48.83333333,50,11.5,136,mixed,,,,67,7.5,7.900000095,0.400000095,7.679166655,48.83333333,11.5,136,2.522916667,1.083575524,1.555555556,3,20148,20186,38,20163.43434,45,11.5,135,2.5
Great River Harbor,GRH4,1,TIAM,27.6,27,61.1,35,D,96,4.15463904,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,C,B,B,96,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,2,ACSA,23.5,23,66.9,40,D,105,3.0119715,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,C,B,B,105,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,3,FRPE,5.9,5,34.1,60,I,77,0.18985374,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,B,A,B,77,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,4,ACSA,36.6,36,70.6,55,D,99,7.30596024,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,C,B,B,99,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,5,TIAM,8.5,8,49.9,60,S,33,0.3940515,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,C,B,A,33,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,6,TIAM,5.8,5,49.9,60,S,16,0.18347256,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,B,B,A,16,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,7,QUEL,39,39,79.9,40,D,128,8.295534,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,B,A,A,128,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Great River Harbor,GRH4,8,TIAM,14,14,76.9,60,C,51,1.068984,10,7.5,10.30000019,2.800000191,8.857692278,20136,20242,106,20192.80808,22.49264706,20,8.5,116.5,mixed,,,,51,7.5,10.30000019,2.800000191,8.857692278,22.49264706,8.5,116.5,1.460294118,1.386294361,2.909090909,4,20136,20242,106,20192.80808,20,8.5,115,1
Indian Slough,IS1,1,BENI,5.7,5,37.5,30,I,20,0.17720046,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,A,C,A,40,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,2,CEOC,6,6,27.5,30,S,42,0.196344,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,A,A,B,52,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,3,BENI,5.3,5,37,35,I,18,0.15320286,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,A,A,B,70,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,4,BENI,5.4,5,31.5,30,S,20,0.15903864,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,A,B,A,68,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,5,BENI,8.4,8,36,60,D,NA,0.38483424,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,,,,73,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,6,CEOC,6.8,6,42.7,50,C,36,0.25219296,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,B,A,B,NA,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,7,ACSA,19.2,19,51.2,40,D,91,2.01056256,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,C,C,C,75,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,8,CEOC,6.9,6,36.6,50,I,42,0.25966494,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,B,A,A,78,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,9,CEOC,10.5,10,46.5,60,C,43,0.6013035,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,A,B,B,62,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,10,ACSA,21.5,21,54.9,25,D,112,2.5211115,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,C,A,B,47,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS1,11,ACSA,23.2,23,56.4,20,D,114,2.93556096,10,9.199999809,11.5,2.300000191,10.77037031,20375,20489,114,20462.48515,1.670238095,10,8,105,mixed,C,B,A,77,9.199999809,11.5,2.300000191,10.77037031,1.670238095,8,105,0.161904762,1.083575524,2.951219512,3,20375,20489,114,20462.48515,0,7,105,0
Indian Slough,IS2,1,ULAM,12.2,12,57.1,50,D,51,0.81177336,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,B,C,C,20,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,2,FRPE,17.3,17,50.5,80,D,98,1.63232766,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,B,C,A,42,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,3,FRPE,20.3,20,50.5,80,D,97,2.24753886,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,,,,18,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,4,FRPE,15.6,15,36.7,30,D,NA,1.32728544,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,C,A,B,20,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,5,PODE,33.3,33,90,50,D,112,6.04788606,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,,,,NA,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,6,ACSA,26.2,26,64.7,60,I,NA,3.74384376,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,C,C,B,36,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS2,7,ACSA,31.6,31,89.6,40,D,92,5.44614624,10,8,10.80000019,2.800000191,9.31250004,20366,20470,104,20416.49,3.05875,10,8,105,mixed,,,,91,8,10.80000019,2.800000191,9.31250004,3.05875,8,105,0.2825,1.386294361,3.266666667,4,20366,20470,104,20416.49,0,7,105,0
Indian Slough,IS3,1,CEOC,10.3,10,68.6,50,I,38,0.57861486,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,C,C,C,42,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,2,ACSA,32.9,32,67.4,40,D,NA,5.90346414,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,,,,43,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,3,ACSA,18.1,18,77.3,30,C,82,1.78678494,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,C,A,B,112,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,4,ACSA,9.2,9,37.8,60,I,99,0.46162656,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,C,A,C,114,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,5,FRPE,7.6,7,29.9,50,S,100,0.31502304,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,C,B,C,51,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,6,CEOC,9.1,9,58.4,60,C,39,0.45164574,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,,,,98,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,7,CEOC,9.9,9,45.4,30,C,44,0.53454654,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,B,A,B,97,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,8,CEOC,14.9,14,60.9,50,D,76,1.21084254,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,A,,B,NA,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,9,FRPE,10.7,10,42.6,70,S,NA,0.62442846,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,,,,112,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,10,CEOC,7.3,7,38.7,70,S,42,0.29064366,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,A,B,C,NA,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS3,11,CEOC,7.4,7,40.9,30,S,40,0.29866104,10,9.100000381,11,1.899999619,10.12307703,20340,20477,137,20440.33333,4.271428571,10,7,108.5,mixed,A,C,B,92,9.100000381,11,1.899999619,10.12307703,4.271428571,7,108.5,0.478571429,1.083575524,2.469387755,3,20340,20477,137,20440.33333,0,7,105,0
Indian Slough,IS4,1,ACSA,19.9,19,72,20,D,52,2.15983854,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,C,A,B,38,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,2,ACSA,15.7,15,76.5,30,D,70,1.34435646,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,C,B,B,NA,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,3,ACSA,7,7,37.3,40,I,68,0.267246,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,A,B,B,82,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,4,ACSA,27.6,27,41.8,65,D,73,4.15463904,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,C,C,C,99,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,5,FRPE,18,18,69.6,45,C,NA,1.767096,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,,,,100,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,6,ACSA,18,18,79.7,55,C,75,1.767096,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,A,A,A,39,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,7,ACSA,14.9,14,62.1,30,C,78,1.21084254,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,A,C,B,44,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,8,ACSA,8.5,8,57.5,25,S,62,0.3940515,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,C,B,A,76,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,9,FRPE,10.7,10,74.8,55,I,47,0.62442846,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,C,B,C,NA,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Indian Slough,IS4,10,CEOC,9.5,9,49.6,10,I,77,0.4922235,10,8.300000191,9.5,1.199999809,8.849999905,20385,20430,45,20408.31683,4.25875,10,8,115,mixed,A,B,A,42,8.300000191,9.5,1.199999809,8.849999905,4.25875,8,115,0.385,1.083575524,1.851851852,3,20385,20430,45,20408.31683,0,7,115,0
Lake Rebecca,LR1,1,PODE,15.1,15,83.9,30,D,63,1.24356654,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,C,C,63,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,2,ACNE,8.3,8,52.8,80,I,44,0.37572606,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,B,A,44,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,3,ACNE,5.6,5,25.9,50,S,37,0.17103744,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,,C,37,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,4,ULAM,6.4,6,33.4,50,S,63,0.22339584,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,C,B,63,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,5,PODE,13.2,13,55.8,40,S,52,0.95030496,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,,B,52,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,6,PODE,20.7,20,93.9,40,D,63,2.33698446,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,B,C,C,63,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,7,PODE,14.8,14,89.8,40,C,62,1.19464416,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,B,C,62,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
Lake Rebecca,LR1,8,PODE,22.9,22,103.3,30,D,63,2.86013214,10,NA,NA,NA,NA,20867,20950,83,20898.88889,0.236081731,NA,NA,NA,mixed,C,,A,63,12.3,20.1,7.8,16.8,0.236081731,12,121,0.108653846,1.386294361,2.547770701,4,20867,20950,83,20898.88889,0,11.5,120,0
